OBJECTID,MUKEY,GIS_ID,TYPE,DESC_,SLOPE,TYPEDESC,SLOPEDESC,TYPE_ORIG,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN
2361,128656,SoilPly_2311,Sp,"Sunnyside-urban land complex, 8 to 15 percent slopes",C,Sunnyside-urban land complex,8 to 15 percent slopes,SpC,{9BAF4191-EBBF-4E0A-A7DA-E02D4D9E30BA},,,,,0,0
2362,128638,SoilPly_2312,Mv,"Muirkirk variant complex, 8 to 15 percent slopes",C,Muirkirk variant complex,8 to 15 percent slopes,MvC,{A97F27D4-51CE-439C-AD32-077DC3145554},,,,,0,0
2363,128580,SoilPly_2313,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{EB96091D-E77C-4ADB-99BE-76B6EBBC5533},,,,,0,0
2364,128667,SoilPly_2314,U6,"Udorthents, Smoothed", ,"Udorthents, Smoothed", ,U6,{75B9C723-170D-4E09-A56E-817D013C5095},,,,,0,0
2365,128592,SoilPly_2315,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{AFBE4A29-6D18-4B92-A598-0F26C8464B4F},,,,,0,0
2366,128658,SoilPly_2316,U1,Udorthents, ,Udorthents, ,U1,{F69C2AAB-1E1D-469D-9D07-2A20755927E4},,,,,0,0
2367,128579,SoilPly_2317,Cd,"Chillum-urban land complex,  0 to 8 percent slopes",B,Chillum-urban land complex,0 to 8 percent slopes,CdB,{9CCA46D7-F69D-4B97-8FB7-3927CB7FE749},,,,,0,0
2368,128593,SoilPly_2318,Cx,"Croom-urban land complex, 0 to 8 percent slopes",B,Croom-urban land complex,0 to 8 percent slopes,CxB,{10EEDC27-A928-493B-B315-E8D21212EFC1},,,,,0,0
2369,128594,SoilPly_2319,Cx,"Croom-urban land complex, 8 to 15 percent slopes",C,Croom-urban land complex,8 to 15 percent slopes,CxC,{7BC83977-B674-4FBD-8B1D-3B217CBA09FD},,,,,0,0
2370,128639,SoilPly_2320,Mv,"Muirkirk variant complex, 15 to 40 percent slopes",D,Muirkirk variant complex,15 to 40 percent slopes,MvD,{BE97586E-09C3-4898-B3CA-AE21C10AE9F6},,,,,0,0
2371,128592,SoilPly_2321,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{357C9EAD-DB45-4591-90EA-6F61789C23BB},,,,,0,0
2372,128658,SoilPly_2322,U1,Udorthents, ,Udorthents, ,U1,{07FACA1A-4AD9-432B-96EC-E0AC43AC1B56},,,,,0,0
2373,128566,SoilPly_2323,Be,"Beltsville-urban land complex, 0 to 8 percent slopes",B,Beltsville-urban land complex,0 to 8 percent slopes,BeB,{B3DE0B86-0E0D-4138-9EF8-5A0F42E8EFED},,,,,0,0
2374,128592,SoilPly_2324,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{A324EC40-D96F-484D-8829-E8B98BDDA0FD},,,,,0,0
2375,128639,SoilPly_2325,Mv,"Muirkirk variant complex, 15 to 40 percent slopes",D,Muirkirk variant complex,15 to 40 percent slopes,MvD,{D46D3B1F-FAE1-4E00-9462-AFBD59A44698},,,,,0,0
2376,128586,SoilPly_2326,Cf,"Christiana-urban land complex, 8 to 15 percent slopes",C,Christiana-urban land complex,8 to 15 percent slopes,CfC,{675A9BD7-0ED9-4F9F-AFB2-44416EE38E53},,,,,0,0
2377,128658,SoilPly_2327,U1,Udorthents, ,Udorthents, ,U1,{9B6DE3D3-AAF8-4AC0-B071-C092D2F5B2E4},,,,,0,0
2378,128578,SoilPly_2328,Cc,"Chillum silt loam, 15 to 40 percent slopes",D,Chillum silt loam,15 to 40 percent slopes,CcD,{6A94E04D-D6D2-49EA-8F9B-666DA20377DB},,,,,0,0
2379,128613,SoilPly_2329,Ik,Iuka - Sandy Loam, ,Iuka - Sandy Loam, ,Ik,{E087BE27-B3ED-4447-91AA-7A8B90C061D9},,,,,0,0
2380,128593,SoilPly_2385,Cx,"Croom-urban land complex, 0 to 8 percent slopes",B,Croom-urban land complex,0 to 8 percent slopes,CxB,{102E8E28-F661-4ED1-B5D9-6278560B4CBD},,,,,0,0
2381,128648,SoilPly_2386,Sc,"Sassafras gravelly sandy loam, 15 to 40 percent slopes",D,Sassafras gravelly sandy loam,15 to 40 percent slopes,ScD,{4A0A5A62-CD87-4EDE-86A4-59771F2862CA},,,,,0,0
2382,128594,SoilPly_2387,Cx,"Croom-urban land complex, 8 to 15 percent slopes",C,Croom-urban land complex,8 to 15 percent slopes,CxC,{A438B139-7801-4424-ACAF-59C8FD1469F3},,,,,0,0
2383,128624,SoilPly_2388,Km,"Keyport-urban land complex, 8 to 15 percent slopes",C,Keyport-urban land complex,8 to 15 percent slopes,KmC,{680648F3-88E4-440F-AD79-7C2A4FA234D7},,,,,0,0
2384,128592,SoilPly_2389,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{3D0645C0-602C-4128-9069-6E941ED1C0FA},,,,,0,0
2385,128591,SoilPly_2390,Cw,"Croom very gravelly sandy loam, 8 to 15 percent slopes",C,Croom very gravelly sandy loam,8 to 15 percent slopes,CwC,{6F6FC93A-202A-4DA9-8A3E-08C2FBEDF2C3},,,,,0,0
2386,128637,SoilPly_2391,Mv,"Muirkirk variant complex, 0 to 8 percent slopes",B,Muirkirk variant complex,0 to 8 percent slopes,MvB,{4FCD9FC9-866B-4CE3-87B5-744925FC9A28},,,,,0,0
2387,128566,SoilPly_2392,Be,"Beltsville-urban land complex, 0 to 8 percent slopes",B,Beltsville-urban land complex,0 to 8 percent slopes,BeB,{CC2592DD-D464-45EF-BF68-057F8B994744},,,,,0,0
2388,128648,SoilPly_2393,Sc,"Sassafras gravelly sandy loam, 15 to 40 percent slopes",D,Sassafras gravelly sandy loam,15 to 40 percent slopes,ScD,{339D5448-1930-4B6E-B719-296DBCAA59E3},,,,,0,0
2389,128650,SoilPly_2394,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{5F0EE56A-CC85-4692-BFDC-9B99F95E4071},,,,,0,0
2390,128672,SoilPly_2395,Ub,Urban Land, ,Urban Land, ,Ub,{3C3CF8B1-B07B-4205-B719-607D511FB029},,,,,0,0
2391,128676,SoilPly_2396,Ue,"Urban land-Chillum complex, 8 to 15 percent slopes",C,Urban land-Chillum complex,8 to 15 percent slopes,UeC,{23DB0103-F24B-4C31-80DB-158C7871C1B3},,,,,0,0
2392,128639,SoilPly_2397,Mv,"Muirkirk variant complex, 15 to 40 percent slopes",D,Muirkirk variant complex,15 to 40 percent slopes,MvD,{22B99CEE-271B-474D-8097-6C043437BE0A},,,,,0,0
2393,128580,SoilPly_2398,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{006E9C12-BE1F-4C84-B4C6-707ED5946EDE},,,,,0,0
2394,128663,SoilPly_2399,U2,"Udorthents , Gravelly", ,"Udorthents , Gravelly", ,U2,{6F9166A9-B771-4B5C-BBA3-65DB2A590960},,,,,0,0
2395,128672,SoilPly_2400,Ub,Urban Land, ,Urban Land, ,Ub,{C8CE6CD3-A178-4EFA-9F03-A9515C7FCBBE},,,,,0,0
2396,128584,SoilPly_2401,Ce,"Christiana silt loam, 15 to 40 percent slopes",D,Christiana silt loam,15 to 40 percent slopes,CeD,{914AB5FD-74A3-46B4-A8E7-33072D5B0D16},,,,,0,0
2397,128672,SoilPly_2402,Ub,Urban Land, ,Urban Land, ,Ub,{0F581805-E0E5-41FD-9F5F-DC06D64C423C},,,,,0,0
2398,128565,SoilPly_2403,Bd,"Beltsville silt loam, 0 to 8 percent slopes",B,Beltsville silt loam,0 to 8 percent slopes,BdB,{1B3BB661-BCA4-4D85-A358-C95EF03D3196},,,,,0,0
2399,128591,SoilPly_2404,Cw,"Croom very gravelly sandy loam, 8 to 15 percent slopes",C,Croom very gravelly sandy loam,8 to 15 percent slopes,CwC,{F824074E-BE7E-495F-B8DF-AE7E257D10BA},,,,,0,0
2400,128566,SoilPly_2405,Be,"Beltsville-urban land complex, 0 to 8 percent slopes",B,Beltsville-urban land complex,0 to 8 percent slopes,BeB,{F0F19757-BE8C-4792-A6CC-0424A634A6F8},,,,,0,0
2401,128667,SoilPly_2406,U6,"Udorthents, Smoothed", ,"Udorthents, Smoothed", ,U6,{9E4816B8-DF37-41F3-9C08-0BE11048D282},,,,,0,0
2402,128648,SoilPly_2407,Sc,"Sassafras gravelly sandy loam, 15 to 40 percent slopes",D,Sassafras gravelly sandy loam,15 to 40 percent slopes,ScD,{634C240C-93EC-45FC-9354-387247B5C6BD},,,,,0,0
2403,128639,SoilPly_2408,Mv,"Muirkirk variant complex, 15 to 40 percent slopes",D,Muirkirk variant complex,15 to 40 percent slopes,MvD,{580C2CEC-DACE-4D10-A1C1-323C38FA531C},,,,,0,0
2404,128592,SoilPly_2409,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{D612CD6A-7C83-4520-A928-B664330A72EE},,,,,0,0
2405,128658,SoilPly_2410,U1,Udorthents, ,Udorthents, ,U1,{87D9444B-263A-479A-A7CE-BFEFAC5E9D53},,,,,0,0
2406,128639,SoilPly_2411,Mv,"Muirkirk variant complex, 15 to 40 percent slopes",D,Muirkirk variant complex,15 to 40 percent slopes,MvD,{2B053649-16F8-4B68-A555-32AE2080B04D},,,,,0,0
2407,128645,SoilPly_2412,Sa,"Sassafras sandy loam, 8 to 15 percent slopes",C,Sassafras sandy loam,8 to 15 percent slopes,SaC,{CE64CCAC-6C9A-4975-BFBB-3C7AAAEA7C73},,,,,0,0
2408,128579,SoilPly_2413,Cd,"Chillum-urban land complex,  0 to 8 percent slopes",B,Chillum-urban land complex,0 to 8 percent slopes,CdB,{A9400B87-943D-4BEC-822E-C90C45046660},,,,,0,0
2409,128580,SoilPly_2414,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{ED64291F-804D-4618-A980-2F0F7FE1E420},,,,,0,0
2410,128592,SoilPly_2415,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{ACDE3576-0482-41BA-80FA-7507A5E5DE34},,,,,0,0
2411,128624,SoilPly_2416,Km,"Keyport-urban land complex, 8 to 15 percent slopes",C,Keyport-urban land complex,8 to 15 percent slopes,KmC,{96B45806-6A2A-4D14-8F7E-0F3C5227662E},,,,,0,0
2412,128672,SoilPly_2417,Ub,Urban Land, ,Urban Land, ,Ub,{96A87C67-835F-41B5-B1FE-042EDA5E1594},,,,,0,0
2413,128587,SoilPly_2418,Cf,"Christiana-urban land complex, 15 to 40 percent slopes",D,Christiana-urban land complex,15 to 40 percent slopes,CfD,{0E653BF5-32A4-4310-A293-8DBEB0B2B945},,,,,0,0
2414,128624,SoilPly_2419,Km,"Keyport-urban land complex, 8 to 15 percent slopes",C,Keyport-urban land complex,8 to 15 percent slopes,KmC,{D02A1BAD-76A0-4E06-9AA7-65841AA0D276},,,,,0,0
2415,128638,SoilPly_2420,Mv,"Muirkirk variant complex, 8 to 15 percent slopes",C,Muirkirk variant complex,8 to 15 percent slopes,MvC,{0F06D878-E9BE-4218-AECE-AE00383CFE4F},,,,,0,0
2416,128592,SoilPly_2421,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{E9A0C212-A32E-4C6F-8407-2DA96F1A87C4},,,,,0,0
2417,128663,SoilPly_2422,U2,"Udorthents , Gravelly", ,"Udorthents , Gravelly", ,U2,{F8620CA7-DCDA-4936-BC46-E387678EA444},,,,,0,0
2418,128577,SoilPly_2423,Cc,"Chillum silt loam, 8 to 15 percent slopes",C,Chillum silt loam,8 to 15 percent slopes,CcC,{12777210-3857-4FAC-A8F0-3D47F5B9539E},,,,,0,0
2419,128587,SoilPly_2424,Cf,"Christiana-urban land complex, 15 to 40 percent slopes",D,Christiana-urban land complex,15 to 40 percent slopes,CfD,{4D6C6F4C-EA76-4E0B-B6FE-A92FFC40CFA1},,,,,0,0
2420,128585,SoilPly_2425,Cf,"Christiana-urban land complex, 0 to 8 percent slopes",B,Christiana-urban land complex,0 to 8 percent slopes,CfB,{9935202E-E68D-4EC8-8708-C83DED75A29E},,,,,0,0
2421,128653,SoilPly_2426,Sm,"Sunnyside fine sandy loam, 8 to 15 percent slopes",C,Sunnyside fine sandy loam,8 to 15 percent slopes,SmC,{11800BE1-8FAF-4873-B180-BD02636E7AB7},,,,,0,0
2422,128591,SoilPly_2427,Cw,"Croom very gravelly sandy loam, 8 to 15 percent slopes",C,Croom very gravelly sandy loam,8 to 15 percent slopes,CwC,{E74B1451-F78C-425E-AE8B-1869C60FEC1C},,,,,0,0
2423,128580,SoilPly_2428,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{2E6663D9-239B-4842-B95C-986DB5528417},,,,,0,0
2424,128690,SoilPly_2429,Wo,"Woodstown sandy loam, 0 to 8 percent slopes",B,Woodstown sandy loam,0 to 8 percent slopes,WoB,{69D69FCC-D7CD-4331-845A-191FB1BFE9FB},,,,,0,0
2425,128602,SoilPly_2430,Ge,"Galestown-urban land complex, 0 to 8 percent slopes",B,Galestown-urban land complex,0 to 8 percent slopes,GeB,{FEC4AB36-2CFD-449A-ADD2-6A63F4762658},,,,,0,0
2426,128587,SoilPly_2431,Cf,"Christiana-urban land complex, 15 to 40 percent slopes",D,Christiana-urban land complex,15 to 40 percent slopes,CfD,{77CA8D6D-E73C-40C5-A043-4D0881357F44},,,,,0,0
2427,128650,SoilPly_2432,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{B31DF6C0-94C4-4BCE-BA76-3262AB6D5291},,,,,0,0
2428,128566,SoilPly_2433,Be,"Beltsville-urban land complex, 0 to 8 percent slopes",B,Beltsville-urban land complex,0 to 8 percent slopes,BeB,{C150BF48-6052-4BC8-84F3-42C809288F60},,,,,0,0
2429,128672,SoilPly_2434,Ub,Urban Land, ,Urban Land, ,Ub,{699271D4-694B-449A-919C-D7222AE66E1D},,,,,0,0
2430,128658,SoilPly_2435,U1,Udorthents, ,Udorthents, ,U1,{083BD7B1-0006-442B-B1AE-03F3B9E14675},,,,,0,0
2431,128586,SoilPly_2436,Cf,"Christiana-urban land complex, 8 to 15 percent slopes",C,Christiana-urban land complex,8 to 15 percent slopes,CfC,{D887EFC7-683B-464C-8095-821CD13BA361},,,,,0,0
2432,128593,SoilPly_2437,Cx,"Croom-urban land complex, 0 to 8 percent slopes",B,Croom-urban land complex,0 to 8 percent slopes,CxB,{77D9EAA1-F4EE-4FE4-BC5F-A7BEBCA1F1ED},,,,,0,0
2433,128592,SoilPly_2438,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{2F708129-181E-4C84-BB33-BA40427A8B21},,,,,0,0
2434,128592,SoilPly_2439,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{5874C37C-1399-45C2-978F-DBFBB4E8E5FE},,,,,0,0
2435,128595,SoilPly_2440,Cx,"Croom-urban land complex, 15 to 40 percent slopes",D,Croom-urban land complex,15 to 40 percent slopes,CxD,{3DAAAEB8-9183-4543-AE75-0AB5B545CEC5},,,,,0,0
2436,128638,SoilPly_2441,Mv,"Muirkirk variant complex, 8 to 15 percent slopes",C,Muirkirk variant complex,8 to 15 percent slopes,MvC,{5FBBFD1E-68F2-4CC3-A674-258F00309887},,,,,0,0
2437,128594,SoilPly_2442,Cx,"Croom-urban land complex, 8 to 15 percent slopes",C,Croom-urban land complex,8 to 15 percent slopes,CxC,{4BA6A4A4-A26C-4F92-B43A-5E0C10764BE9},,,,,0,0
2438,128592,SoilPly_2443,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{FBFF8467-E3C5-435A-91B4-DCAA412DDEDD},,,,,0,0
2439,128595,SoilPly_2444,Cx,"Croom-urban land complex, 15 to 40 percent slopes",D,Croom-urban land complex,15 to 40 percent slopes,CxD,{C355AF23-56E0-4B9F-9E80-94BCD3E4E1FA},,,,,0,0
2440,128668,SoilPly_2445,U7,"Udorthents, Gravelly, Smoothed", ,"Udorthents, Gravelly, Smoothed", ,U7,{4D20BB25-E6EC-491F-ACD5-E961DA125E61},,,,,0,0
2441,128658,SoilPly_2446,U1,Udorthents, ,Udorthents, ,U1,{606C0D74-5BF3-45D1-92C2-A80B72502A4F},,,,,0,0
2442,128595,SoilPly_2447,Cx,"Croom-urban land complex, 15 to 40 percent slopes",D,Croom-urban land complex,15 to 40 percent slopes,CxD,{F21B7F8D-8DED-4A30-9701-AB23CB161032},,,,,0,0
2443,128594,SoilPly_2448,Cx,"Croom-urban land complex, 8 to 15 percent slopes",C,Croom-urban land complex,8 to 15 percent slopes,CxC,{AED5FCB3-ECFD-46E7-A8B8-43B09074B1AB},,,,,0,0
2444,128672,SoilPly_2449,Ub,Urban Land, ,Urban Land, ,Ub,{DA963906-0B81-4334-8B0B-89D76218BB45},,,,,0,0
2445,128658,SoilPly_2450,U1,Udorthents, ,Udorthents, ,U1,{206CDE60-FE90-49DD-BA62-33F62BEC87A0},,,,,0,0
2446,128621,SoilPly_2380,Ke,"Keyport fine sandy loam, 0 to 8 percent slopes",B,Keyport fine sandy loam,0 to 8 percent slopes,KeB,{8C7D0D97-85E3-4FA3-9320-7507578B7ACD},,,,,0,0
2447,128592,SoilPly_2381,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{AB0EEB7F-6D3E-4182-A37E-9592D052592F},,,,,0,0
2448,128613,SoilPly_2382,Ik,Iuka - Sandy Loam, ,Iuka - Sandy Loam, ,Ik,{F311B0DE-0150-4695-84CF-A54C436BDE7C},,,,,0,0
2449,128594,SoilPly_2383,Cx,"Croom-urban land complex, 8 to 15 percent slopes",C,Croom-urban land complex,8 to 15 percent slopes,CxC,{F77FE889-ABFA-40FA-ABD4-BDD950726B41},,,,,0,0
2450,128651,SoilPly_2384,Sg,"Sassafras-urban land complex, 15 to 40 percent slopes",D,Sassafras-urban land complex,15 to 40 percent slopes,SgD,{9BADF02C-ABD6-48C4-8045-39857EE3ABAF},,,,,0,0
2451,128593,SoilPly_2457,Cx,"Croom-urban land complex, 0 to 8 percent slopes",B,Croom-urban land complex,0 to 8 percent slopes,CxB,{A7B42308-96B6-437F-9661-FFDD599ABE53},,,,,0,0
2452,128645,SoilPly_2458,Sa,"Sassafras sandy loam, 8 to 15 percent slopes",C,Sassafras sandy loam,8 to 15 percent slopes,SaC,{ACC5C278-7075-4FAB-B48C-B8F0CD0361A4},,,,,0,0
2453,128591,SoilPly_2459,Cw,"Croom very gravelly sandy loam, 8 to 15 percent slopes",C,Croom very gravelly sandy loam,8 to 15 percent slopes,CwC,{445B80C7-38BE-4913-9CDC-52A40565709E},,,,,0,0
2454,128638,SoilPly_2460,Mv,"Muirkirk variant complex, 8 to 15 percent slopes",C,Muirkirk variant complex,8 to 15 percent slopes,MvC,{917E9D71-3C25-494C-B293-4868FFB4E741},,,,,0,0
2455,128673,SoilPly_2461,Uc,"Urban land-Beltsville complex, 0 to 8 percent slopes",B,Urban land-Beltsville complex,0 to 8 percent slopes,UcB,{2C2B17FE-7F25-4757-8239-7B83D2FD1F3B},,,,,0,0
2456,128658,SoilPly_2462,U1,Udorthents, ,Udorthents, ,U1,{FA86C971-AA19-47B5-8063-1F522F0525D7},,,,,0,0
2457,128668,SoilPly_2463,U7,"Udorthents, Gravelly, Smoothed", ,"Udorthents, Gravelly, Smoothed", ,U7,{346C55E2-35ED-495E-B679-A2A24A67C83E},,,,,0,0
2458,128672,SoilPly_2464,Ub,Urban Land, ,Urban Land, ,Ub,{69CDEB64-1824-43CF-AC5E-9B18E7EC577A},,,,,0,0
2459,128592,SoilPly_2465,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{4457E87E-1E0D-4C47-9ADE-6DEA72B7C855},,,,,0,0
2460,128566,SoilPly_2466,Be,"Beltsville-urban land complex, 0 to 8 percent slopes",B,Beltsville-urban land complex,0 to 8 percent slopes,BeB,{C1AE5C3C-295B-464C-B952-254D3D43EDD6},,,,,0,0
2461,128594,SoilPly_2467,Cx,"Croom-urban land complex, 8 to 15 percent slopes",C,Croom-urban land complex,8 to 15 percent slopes,CxC,{5827126B-A466-4A56-9F99-8CA449AB304C},,,,,0,0
2462,128599,SoilPly_2468,FF,Fluvaquents - Udifluvents Complex, ,Fluvaquents - Udifluvents Complex, ,FF,{5F199B44-F7DF-49BD-B477-C1311ADF48EA},,,,,0,0
2463,128690,SoilPly_2469,Wo,"Woodstown sandy loam, 0 to 8 percent slopes",B,Woodstown sandy loam,0 to 8 percent slopes,WoB,{2E346369-8A97-4E4D-BCC2-D798B772DF4D},,,,,0,0
2464,128689,SoilPly_2470,W,Water, ,Water, ,W,{5DA19C45-7C38-47F1-BFB3-12D478A6C71D},,,,,0,0
2465,128663,SoilPly_2471,U2,"Udorthents , Gravelly", ,"Udorthents , Gravelly", ,U2,{ADE7DA45-C79D-458F-A242-B3C0D093B9CE},,,,,0,0
2466,128591,SoilPly_2472,Cw,"Croom very gravelly sandy loam, 8 to 15 percent slopes",C,Croom very gravelly sandy loam,8 to 15 percent slopes,CwC,{8618DE03-B5EF-4F82-ACC4-05A956D03287},,,,,0,0
2467,128580,SoilPly_2473,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{6D9D1AC4-7B55-4086-9EA8-4E6BEE40D013},,,,,0,0
2468,128621,SoilPly_2474,Ke,"Keyport fine sandy loam, 0 to 8 percent slopes",B,Keyport fine sandy loam,0 to 8 percent slopes,KeB,{B3AE7FE7-9FC9-4F3E-8D70-0C909785A14A},,,,,0,0
2469,128682,SoilPly_2475,Up,"Urban land-Keyport complex, 0 to 8 percent slopes",B,Urban land-Keyport complex,0 to 8 percent slopes,UpB,{9EED2822-70B1-4B4D-A0B1-13A7B23CFDF8},,,,,0,0
2470,128658,SoilPly_2476,U1,Udorthents, ,Udorthents, ,U1,{FDC91969-0230-486F-A5D3-0FD6D3FA3CFB},,,,,0,0
2471,128651,SoilPly_2477,Sg,"Sassafras-urban land complex, 15 to 40 percent slopes",D,Sassafras-urban land complex,15 to 40 percent slopes,SgD,{AB9BFE9D-6831-46AF-9D58-C8C87537F97D},,,,,0,0
2472,128613,SoilPly_2478,Ik,Iuka - Sandy Loam, ,Iuka - Sandy Loam, ,Ik,{E13C675C-53B2-4F28-BCAE-15823F3A5565},,,,,0,0
2473,128565,SoilPly_2479,Bd,"Beltsville silt loam, 0 to 8 percent slopes",B,Beltsville silt loam,0 to 8 percent slopes,BdB,{61CFD260-4B0F-4108-A5D6-1FBE90242985},,,,,0,0
2474,128592,SoilPly_2480,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{CCB4DE79-8F15-4AAA-8FDF-5F6EABC179FD},,,,,0,0
2475,128672,SoilPly_2481,Ub,Urban Land, ,Urban Land, ,Ub,{09EDED5A-20EC-4472-AC45-DC318A2E9488},,,,,0,0
2476,128648,SoilPly_2482,Sc,"Sassafras gravelly sandy loam, 15 to 40 percent slopes",D,Sassafras gravelly sandy loam,15 to 40 percent slopes,ScD,{6DF4AA40-36F4-41D9-8D65-13C032CBB987},,,,,0,0
2477,128668,SoilPly_2483,U7,"Udorthents, Gravelly, Smoothed", ,"Udorthents, Gravelly, Smoothed", ,U7,{26A87654-ED0E-4656-8047-22CDA501EDD7},,,,,0,0
2478,128584,SoilPly_2484,Ce,"Christiana silt loam, 15 to 40 percent slopes",D,Christiana silt loam,15 to 40 percent slopes,CeD,{502A237D-4170-4384-8AB6-23E81FA1657E},,,,,0,0
2479,128567,SoilPly_2485,Bg,Bibb Sabdy Loam, ,Bibb Sabdy Loam, ,Bg,{78860DAD-DF8F-43AC-A38B-4AC81F51015F},,,,,0,0
2480,128613,SoilPly_2486,Ik,Iuka - Sandy Loam, ,Iuka - Sandy Loam, ,Ik,{FC01C788-E701-4364-B12F-0C6AF222F82E},,,,,0,0
2481,128682,SoilPly_2487,Up,"Urban land-Keyport complex, 0 to 8 percent slopes",B,Urban land-Keyport complex,0 to 8 percent slopes,UpB,{4FA52EB3-D566-48C4-8669-5A409091CDCC},,,,,0,0
2482,128577,SoilPly_2488,Cc,"Chillum silt loam, 8 to 15 percent slopes",C,Chillum silt loam,8 to 15 percent slopes,CcC,{F4DA5FE0-81EB-43C1-B40C-947492557737},,,,,0,0
2483,128583,SoilPly_2489,Ce,"Christiana silt loam, 8 to 15 percent slopes",C,Christiana silt loam,8 to 15 percent slopes,CeC,{2AD5D892-0F4B-42C9-A750-FE70B1AA9B1B},,,,,0,0
2484,128593,SoilPly_2490,Cx,"Croom-urban land complex, 0 to 8 percent slopes",B,Croom-urban land complex,0 to 8 percent slopes,CxB,{ECC47FF3-4ED4-43DA-BCA6-64354DFFC48D},,,,,0,0
2485,128668,SoilPly_2491,U7,"Udorthents, Gravelly, Smoothed", ,"Udorthents, Gravelly, Smoothed", ,U7,{DB5FEE97-F6CE-438A-9C1C-FCD3DC9544BF},,,,,0,0
2486,128595,SoilPly_2492,Cx,"Croom-urban land complex, 15 to 40 percent slopes",D,Croom-urban land complex,15 to 40 percent slopes,CxD,{DEB1F222-EFEB-41BB-ADC1-794AD6FA6F9E},,,,,0,0
2487,128639,SoilPly_2493,Mv,"Muirkirk variant complex, 15 to 40 percent slopes",D,Muirkirk variant complex,15 to 40 percent slopes,MvD,{2679AFF6-4AA3-4150-BE06-3F47A1673267},,,,,0,0
2488,128668,SoilPly_2494,U7,"Udorthents, Gravelly, Smoothed", ,"Udorthents, Gravelly, Smoothed", ,U7,{D56DD472-5FA7-4E3F-A64E-A2232CFE4443},,,,,0,0
2489,128581,SoilPly_2495,Cd,"Chillum-urban land complex,  15 to 40 percent slopes",D,Chillum-urban land complex,15 to 40 percent slopes,CdD,{31E6EC52-0B77-4B71-9155-1C6EF44CF0C3},,,,,0,0
2490,128586,SoilPly_2496,Cf,"Christiana-urban land complex, 8 to 15 percent slopes",C,Christiana-urban land complex,8 to 15 percent slopes,CfC,{A0D6D289-4D4D-4FD6-AD62-D9E7919D71FD},,,,,0,0
2491,128580,SoilPly_2497,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{A91490E1-3F3E-4FDD-A4E7-0435065E2E75},,,,,0,0
2492,128668,SoilPly_2498,U7,"Udorthents, Gravelly, Smoothed", ,"Udorthents, Gravelly, Smoothed", ,U7,{FAC33176-BE2D-4A5F-89B3-7484EBB29772},,,,,0,0
2493,128592,SoilPly_2499,Cw,"Croom very gravelly sandy loam, 15 to 40 percent slopes",D,Croom very gravelly sandy loam,15 to 40 percent slopes,CwD,{5F6FBDBF-5568-4BD2-AE26-5B9AD13F132C},,,,,0,0
